geo_id,type,coordinates,highway,lanes,length,maxspeed
134,LineString,"[[-8.6248431, 41.1732342], [-8.625445, 41.1731729], [-8.6262534, 41.1730907], [-8.6267878, 41.1730336], [-8.6270731, 41.1730093], [-8.6275707, 41.1729486], [-8.628169, 41.1728587], [-8.6285898, 41.1727779], [-8.6292317, 41.1726391], [-8.6318043, 41.1721074], [-8.6341836, 41.171604], [-8.6349099, 41.1714503], [-8.6353823, 41.1713354], [-8.6361072, 41.171126], [-8.6364412, 41.1710052], [-8.6368408, 41.1708607], [-8.63722, 41.1706806], [-8.6376588, 41.1704546], [-8.6383315, 41.170043], [-8.6391914, 41.1694225], [-8.6396461, 41.1690926], [-8.6400656, 41.1687869]]",0,3,1397.839,8
135,LineString,"[[-8.6400656, 41.1687869], [-8.6409606, 41.1681478], [-8.6418896, 41.1674738]]",0,3,211.25900000000001,8
136,LineString,"[[-8.6400656, 41.1687869], [-8.6404166, 41.1686543], [-8.6407643, 41.1685184], [-8.6409613, 41.168461], [-8.6414418, 41.168377], [-8.6420446, 41.168347]]",7,2,175.207,6
137,LineString,"[[-8.6402255, 41.1684717], [-8.6399326, 41.1686848], [-8.6397864, 41.1687912], [-8.6394296, 41.1690508], [-8.6390617, 41.1693235], [-8.6382159, 41.169924], [-8.6375489, 41.1703398], [-8.6371357, 41.1705565], [-8.6367384, 41.1707316], [-8.6363663, 41.1708806], [-8.6360389, 41.1709882], [-8.6353214, 41.1712011], [-8.6347085, 41.171345], [-8.6341331, 41.1714657], [-8.6317597, 41.1719635], [-8.629856, 41.1723601], [-8.6291813, 41.1725108], [-8.6285632, 41.1726528]]",0,3,1104.387,8
138,LineString,"[[-8.6424338, 41.1670798], [-8.6427322, 41.1669635], [-8.6428465, 41.1669295], [-8.6430039, 41.1669303], [-8.6431414, 41.1669617], [-8.6432498, 41.1670147], [-8.6434217, 41.1671493], [-8.6435503, 41.1672823], [-8.6436008, 41.1674032], [-8.6435717, 41.1675207], [-8.6434893, 41.1676087], [-8.6434218, 41.1676499], [-8.6432961, 41.1676902], [-8.6431748, 41.1676979], [-8.6430669, 41.1676804], [-8.6429743, 41.1676362], [-8.6428707, 41.1675859], [-8.6426564, 41.1674784]]",7,0,232.04,0
139,LineString,"[[-8.6424338, 41.1670798], [-8.6431264, 41.1665944], [-8.6438364, 41.1661784]]",0,3,154.523,8
140,LineString,"[[-8.6438364, 41.1661784], [-8.6439195, 41.1661341], [-8.6440977, 41.1660391], [-8.6448354, 41.1656763], [-8.6457185, 41.1652957], [-8.6464215, 41.1649919], [-8.6471743, 41.1646601], [-8.6475889, 41.1644474]]",0,5,368.62,8
141,LineString,"[[-8.6473116, 41.1583005], [-8.6467838, 41.1576721], [-8.6465457, 41.1573886], [-8.6463361, 41.1570948], [-8.6460349, 41.156564], [-8.6459571, 41.1564041], [-8.6458826, 41.1562423], [-8.6457532, 41.1559312], [-8.645209, 41.1545847], [-8.6451315, 41.1543915], [-8.6450522, 41.1542122], [-8.6449368, 41.1539618]]",0,3,524.895,8
142,LineString,"[[-8.6408358, 41.1497612], [-8.6408452, 41.1498869], [-8.6408451, 41.1500061], [-8.6408304, 41.1501359], [-8.6408061, 41.1502451], [-8.6407727, 41.1503409], [-8.6407308, 41.1504296], [-8.6406614, 41.1505408], [-8.6405741, 41.1506439], [-8.6405229, 41.1506907], [-8.6404633, 41.1507452], [-8.6403555, 41.1508255], [-8.6401696, 41.1509354], [-8.6399025, 41.1510462], [-8.6396514, 41.1511125], [-8.639395, 41.1511419], [-8.6390773, 41.1511383], [-8.6381032, 41.151072], [-8.6376163, 41.1510395], [-8.6364993, 41.1509783], [-8.6357446, 41.1509154], [-8.6355071, 41.1509208]]",7,0,546.055,0
143,LineString,"[[-8.6408358, 41.1497612], [-8.6408884, 41.1499311], [-8.6409421, 41.1500826], [-8.6409924, 41.1502078], [-8.6410489, 41.1503241], [-8.6411117, 41.1504401], [-8.6411828, 41.1505562], [-8.6412549, 41.150667], [-8.6413369, 41.1507828], [-8.6414029, 41.1508681], [-8.6414222, 41.150893], [-8.64151, 41.1509899], [-8.6416166, 41.151099], [-8.6417185, 41.1511967], [-8.641824, 41.1512902], [-8.641944, 41.1513866], [-8.6420639, 41.1514765], [-8.6421874, 41.1515623], [-8.6423122, 41.1516431]]",0,3,248.06099999999998,8
144,LineString,"[[-8.6418896, 41.1674738], [-8.6424338, 41.1670798]]",0,4,63.202,8
145,LineString,"[[-8.5920399, 41.180349], [-8.5919151, 41.180258], [-8.5918594, 41.1802132], [-8.5918091, 41.1801681], [-8.5917511, 41.1801008], [-8.5917173, 41.1800391], [-8.5916901, 41.1799665], [-8.5916786, 41.1798946], [-8.5916822, 41.179829], [-8.5916993, 41.179763], [-8.5917379, 41.179677], [-8.5918006, 41.1795993], [-8.5918724, 41.1795352], [-8.5919582, 41.179485], [-8.5920816, 41.1794347], [-8.5922033, 41.1794096], [-8.5923172, 41.1794036], [-8.5924323, 41.1794131], [-8.5925474, 41.1794408], [-8.5926422, 41.1794797], [-8.592735, 41.1795352], [-8.5928096, 41.1796057], [-8.5928616, 41.1796764], [-8.592906, 41.179758], [-8.5929605, 41.1798713], [-8.5930012, 41.179984]]",7,1,239.91299999999998,4
146,LineString,"[[-8.5920399, 41.180349], [-8.5912286, 41.1800642], [-8.5910589, 41.1800168], [-8.590665, 41.1799067], [-8.590189, 41.1797944], [-8.590173, 41.1797915]]",2,2,168.36,0
147,LineString,"[[-8.6209585, 41.1807558], [-8.6208222, 41.180696]]",9,1,13.203,0
148,LineString,"[[-8.6209585, 41.1807558], [-8.6201509, 41.1811388], [-8.619829, 41.1813074]]",8,1,112.70700000000001,0
149,LineString,"[[-8.6239494, 41.1798161], [-8.6227532, 41.1787506], [-8.6226326, 41.1785944], [-8.6225594, 41.1784143], [-8.6225298, 41.1781613], [-8.622481, 41.1779013]]",8,0,253.58,0
150,LineString,"[[-8.6224076, 41.1799712], [-8.622421, 41.1789647], [-8.6224679, 41.178134], [-8.622481, 41.1779013]]",1,2,230.274,7
151,LineString,"[[-8.6257879, 41.1798037], [-8.6255492, 41.1798103], [-8.6245495, 41.179926], [-8.6243974, 41.1799233], [-8.6242637, 41.1799229], [-8.6241847, 41.1799111], [-8.6241056, 41.1798993], [-8.6239494, 41.1798161]]",8,0,158.066,0
152,LineString,"[[-8.6257879, 41.1798037], [-8.6241536, 41.1800075], [-8.6239308, 41.1800392]]",2,2,157.616,0
153,LineString,"[[-8.5947195, 41.1731101], [-8.5944377, 41.1737538], [-8.5941638, 41.1743589], [-8.5939639, 41.1748087], [-8.5937626, 41.1752967], [-8.593673, 41.1755407], [-8.5935567, 41.1759071], [-8.5934931, 41.1761458], [-8.5934341, 41.176402], [-8.5933493, 41.176812], [-8.5933237, 41.1769556], [-8.5933043, 41.1771011], [-8.5932928, 41.1772706], [-8.5931806, 41.1784221], [-8.5930012, 41.179984]]",0,4,782.115,10
154,LineString,"[[-8.5947981, 41.1734158], [-8.5949695, 41.1729406], [-8.5950754, 41.1726693], [-8.5952256, 41.1723205], [-8.5953322, 41.1720913], [-8.5954067, 41.1719534], [-8.5954742, 41.1718423], [-8.5955495, 41.1717255], [-8.5956639, 41.1715669], [-8.5958017, 41.1713937], [-8.5959364, 41.1712364], [-8.5959872, 41.1711889], [-8.5961111, 41.1710959], [-8.596174, 41.1710601], [-8.5962489, 41.171032], [-8.5964111, 41.1710187], [-8.5964931, 41.1710283], [-8.5965733, 41.1710492], [-8.5966464, 41.1710843], [-8.59671, 41.17113], [-8.5967614, 41.1711865], [-8.5968023, 41.1712646], [-8.5968143, 41.1713227], [-8.5968157, 41.1713861], [-8.5967954, 41.1714489], [-8.5967755, 41.1714806], [-8.5967325, 41.1715306], [-8.5966811, 41.1715759], [-8.596563, 41.1716486], [-8.5963197, 41.1717708]]",7,2,431.345,4
155,LineString,"[[-8.5947981, 41.1734158], [-8.5949884, 41.1730954], [-8.5950798, 41.1729629], [-8.5951598, 41.1728509], [-8.5952434, 41.1727417], [-8.5953427, 41.1726308], [-8.5954345, 41.1725314], [-8.5955452, 41.1724333], [-8.5956604, 41.1723394], [-8.595785, 41.172249], [-8.5959191, 41.1721731], [-8.5960605, 41.1721046], [-8.5962087, 41.1720432], [-8.5964348, 41.1719616], [-8.5970968, 41.1717841]]",7,2,277.204,6
156,LineString,"[[-8.593171, 41.1807675], [-8.5932382, 41.1805518], [-8.593307, 41.1803912], [-8.5933381, 41.1803339], [-8.5933769, 41.180279], [-8.5934208, 41.1802277], [-8.5934755, 41.1801854], [-8.5935422, 41.1801442], [-8.5936165, 41.1801112], [-8.5937132, 41.1800827], [-8.593808, 41.1800663], [-8.5939167, 41.1800609], [-8.5940169, 41.1800684], [-8.5941156, 41.180092], [-8.5942096, 41.1801249], [-8.5942737, 41.180157], [-8.594329, 41.1801928], [-8.5943827, 41.1802387], [-8.5944259, 41.1802859], [-8.5944653, 41.1803382], [-8.5944996, 41.1804004], [-8.5945157, 41.1804498], [-8.5945252, 41.1805119], [-8.5945223, 41.180571], [-8.5945077, 41.1806379], [-8.5944816, 41.1807003], [-8.594442, 41.1807576], [-8.5944003, 41.1808078], [-8.5943506, 41.1808529], [-8.5942893, 41.1808963], [-8.5942248, 41.1809322], [-8.5941427, 41.1809639], [-8.5940472, 41.1809886], [-8.5939464, 41.1810027], [-8.5938171, 41.1810047], [-8.5936698, 41.180987], [-8.5934728, 41.1809453]]",7,1,309.819,4
157,LineString,"[[-8.593171, 41.1807675], [-8.5931751, 41.180301], [-8.5932112, 41.1799489], [-8.5932481, 41.1796177], [-8.5933761, 41.1784759], [-8.5934929, 41.1772748], [-8.5935081, 41.1771179], [-8.5935254, 41.1769696], [-8.5935512, 41.176828], [-8.5936322, 41.1764156], [-8.5936883, 41.1761752], [-8.5937612, 41.1759071], [-8.5938784, 41.1755446], [-8.594015, 41.1751818], [-8.5941671, 41.1748267], [-8.5944154, 41.174267], [-8.5947981, 41.1734158]]",0,3,833.73,10
158,LineString,"[[-8.6381035, 41.170477], [-8.6380756, 41.1704449], [-8.6375683, 41.1699357], [-8.637495, 41.1698612], [-8.6374452, 41.1698]]",6,2,93.32799999999999,0
159,LineString,"[[-8.6381035, 41.170477], [-8.6381194, 41.1705149], [-8.6381185, 41.170534], [-8.6381145, 41.1705548], [-8.6380971, 41.170583], [-8.6380812, 41.1706025], [-8.6380634, 41.1706161], [-8.6380317, 41.1706303], [-8.6379316, 41.1706671], [-8.6379014, 41.170684], [-8.6378727, 41.1707033]]",6,2,35.788000000000004,0
160,LineString,"[[-8.6294021, 41.1569695], [-8.6294436, 41.1568024], [-8.6294538, 41.1567636], [-8.6295092, 41.1565524]]",3,3,47.239,0
161,LineString,"[[-8.6294021, 41.1569695], [-8.6292217, 41.1569555], [-8.6291898, 41.1569521], [-8.6289695, 41.156957], [-8.6287535, 41.1569902], [-8.6287122, 41.1570027], [-8.6285578, 41.1570493]]",3,3,72.441,0
162,LineString,"[[-8.6279141, 41.1578748], [-8.6279053, 41.1579511], [-8.6279026, 41.1580992], [-8.6279143, 41.158163], [-8.6279352, 41.1582767], [-8.6279714, 41.1583441], [-8.6280124, 41.1584204]]",3,3,62.147,0
163,LineString,"[[-8.6721342, 41.1552865], [-8.6719939, 41.1553423], [-8.6715265, 41.1555327]]",3,2,57.776,0
164,LineString,"[[-8.6721342, 41.1552865], [-8.6721537, 41.15533], [-8.6721795, 41.1553716], [-8.6722111, 41.1554109], [-8.6722483, 41.1554473]]",3,3,20.425,0
165,LineString,"[[-8.6731032, 41.154912], [-8.6730408, 41.1548624], [-8.6729686, 41.1548212], [-8.6728884, 41.1547893], [-8.6728024, 41.1547677], [-8.6727129, 41.1547569], [-8.6726223, 41.1547572], [-8.6725329, 41.1547685], [-8.6724472, 41.1547907], [-8.6723674, 41.154823]]",3,3,68.303,0
166,LineString,"[[-8.6731032, 41.154912], [-8.6732411, 41.1548353], [-8.6734964, 41.154685]]",3,0,41.486999999999995,0
167,LineString,"[[-8.6723674, 41.154823], [-8.6722958, 41.1547354], [-8.6720889, 41.1545295], [-8.6716854, 41.154128]]",3,0,96.133,0
168,LineString,"[[-8.6723674, 41.154823], [-8.6723161, 41.1548513], [-8.6722694, 41.1548838], [-8.672228, 41.1549202]]",3,3,15.977,0
169,LineString,"[[-8.6756822, 41.1534242], [-8.6748615, 41.1526115]]",6,0,113.525,0
170,LineString,"[[-8.6756822, 41.1534242], [-8.6763746, 41.1530168]]",3,0,73.572,0
171,LineString,"[[-8.6756822, 41.1534242], [-8.6749561, 41.1538443], [-8.6749051, 41.1538739], [-8.6744482, 41.1541382]]",3,0,130.297,0
172,LineString,"[[-8.6773006, 41.1549514], [-8.6775337, 41.1548692]]",6,0,21.55,0
173,LineString,"[[-8.6773006, 41.1549514], [-8.677105, 41.1548226], [-8.6769085, 41.1546297], [-8.6765339, 41.1542895]]",6,0,97.926,0
174,LineString,"[[-8.6761166, 41.1497859], [-8.6760507, 41.1497871], [-8.6760112, 41.1497873], [-8.6759815, 41.1497931], [-8.6759518, 41.1498048], [-8.6759232, 41.1498188], [-8.6759004, 41.1498328], [-8.675884, 41.1498489], [-8.6758709, 41.149878]]",9,0,25.194000000000003,0
175,LineString,"[[-8.6761166, 41.1497859], [-8.676169, 41.1498831], [-8.6763121, 41.1500814], [-8.6765207, 41.150334], [-8.6766623, 41.1504676], [-8.6768973, 41.1506594], [-8.6770112, 41.1507412], [-8.6771063, 41.1508206], [-8.6774374, 41.1510348], [-8.6776131, 41.1511588], [-8.6776369, 41.1511763], [-8.677676, 41.1512069], [-8.6777016, 41.1512423], [-8.6777232, 41.1512869], [-8.6777327, 41.1513222], [-8.6777408, 41.1513538], [-8.6777728, 41.1515028], [-8.6777998, 41.1516261], [-8.6778177, 41.1516789], [-8.6778412, 41.1517364], [-8.6778667, 41.1517939], [-8.6778981, 41.1518494], [-8.6779335, 41.1519049], [-8.6780614, 41.1520901], [-8.678266, 41.1523863], [-8.6784081, 41.1526228], [-8.678438, 41.1526726], [-8.678529, 41.152824], [-8.678571, 41.1528939]]",2,0,410.49800000000005,3
176,LineString,"[[-8.6761166, 41.1497859], [-8.6760295, 41.1497215], [-8.6759558, 41.1496701], [-8.6757869, 41.1495434], [-8.675731, 41.1494981], [-8.6756984, 41.1494741], [-8.6756638, 41.149454], [-8.6756323, 41.149438], [-8.6755597, 41.1494088]]",2,2,63.019,3
177,LineString,"[[-8.6761166, 41.1497859], [-8.6760812, 41.1496775], [-8.6760488, 41.1496278], [-8.6756957, 41.1491463], [-8.6755399, 41.1489601]]",5,0,104.20100000000001,0
178,LineString,"[[-8.6731276, 41.1476677], [-8.6730418, 41.1476582], [-8.6729438, 41.1476501], [-8.6713243, 41.1476141], [-8.6712717, 41.1476127], [-8.6708735, 41.1476021], [-8.6708064, 41.1476017], [-8.6703155, 41.1475888], [-8.6688276, 41.147551], [-8.6682955, 41.1475399], [-8.6682428, 41.1475388]]",5,0,409.337,0
179,LineString,"[[-8.6731276, 41.1476677], [-8.6731055, 41.1477467], [-8.6729308, 41.1483484]]",5,0,77.46300000000001,0
180,LineString,"[[-8.6742868, 41.1481], [-8.6742934, 41.1480601], [-8.6742848, 41.1480254], [-8.6742679, 41.1479975], [-8.6742323, 41.1479599], [-8.6741552, 41.1479122], [-8.6740903, 41.147881], [-8.674027, 41.1478548]]",5,0,37.791,0
181,LineString,"[[-8.6742868, 41.1481], [-8.6742303, 41.1481059], [-8.6741309, 41.1481301], [-8.6740414, 41.1481592]]",5,0,21.686,0
182,LineString,"[[-8.6439449, 41.1603361], [-8.6440031, 41.1602382], [-8.644178, 41.1599425], [-8.6442168, 41.1598769], [-8.6442273, 41.1598592], [-8.6442902, 41.1597535], [-8.6442985, 41.1597395], [-8.6449149, 41.1587036]]",3,2,198.863,5
183,LineString,"[[-8.6439449, 41.1603361], [-8.6436513, 41.1602864], [-8.6423588, 41.1600675], [-8.6423077, 41.1600589], [-8.6420585, 41.1600204]]",2,2,161.78,0
184,LineString,"[[-8.6420585, 41.1600204], [-8.641946, 41.1600947]]",3,0,12.527999999999999,0
185,LineString,"[[-8.6420585, 41.1600204], [-8.6416183, 41.1599508], [-8.6414663, 41.1599268]]",2,2,50.658,0
186,LineString,"[[-8.6358336, 41.1589918], [-8.6357116, 41.1590557]]",6,0,12.442,0
187,LineString,"[[-8.6358336, 41.1589918], [-8.6355343, 41.1589437], [-8.635316, 41.1589086], [-8.6352624, 41.1589], [-8.6350674, 41.1588686], [-8.6345512, 41.1587795], [-8.6345103, 41.1587738], [-8.6342105, 41.1587222], [-8.6341734, 41.1587158], [-8.6339939, 41.1586849], [-8.6336453, 41.1586249], [-8.6334014, 41.1585822], [-8.633282, 41.1585628]]",2,3,218.88299999999998,0
188,LineString,"[[-8.658169, 41.1607815], [-8.6579608, 41.1609034], [-8.6566528, 41.1615844], [-8.6563456, 41.1617443]]",3,2,186.477,0
189,LineString,"[[-8.658169, 41.1607815], [-8.6580862, 41.1607384], [-8.6563998, 41.1598635], [-8.6562266, 41.1597729], [-8.6551931, 41.1592887]]",6,0,299.439,0
190,LineString,"[[-8.6880264, 41.1681621], [-8.6880894, 41.1683199], [-8.6881024, 41.1684073], [-8.6880931, 41.1684467], [-8.6880628, 41.1684974]]",2,2,38.733000000000004,0
191,LineString,"[[-8.6880264, 41.1681621], [-8.6881135, 41.1682411], [-8.6882141, 41.1683028], [-8.6883319, 41.1683503], [-8.6884635, 41.1683804]]",2,3,44.977,0
192,LineString,"[[-8.6884635, 41.1683804], [-8.6885974, 41.1683901], [-8.6887302, 41.1683802], [-8.6888575, 41.1683513], [-8.6889768, 41.1683036], [-8.6890816, 41.1682392], [-8.6891679, 41.1681602], [-8.6892312, 41.1680712], [-8.6892706, 41.167974], [-8.689284, 41.1678733], [-8.6892708, 41.1677715], [-8.6892322, 41.1676755], [-8.6891693, 41.1675862], [-8.6890828, 41.1675065], [-8.6890376, 41.167476], [-8.6889783, 41.1674419], [-8.6888589, 41.167394], [-8.6887976, 41.1673801], [-8.688729, 41.1673645], [-8.6885946, 41.1673547]]",2,3,191.865,0
193,LineString,"[[-8.6885946, 41.1673547], [-8.6884975, 41.167331], [-8.6884935, 41.16733], [-8.6884273, 41.1673143], [-8.6883645, 41.1672923], [-8.688304, 41.1672579], [-8.6882478, 41.167226], [-8.68815, 41.1671451]]",2,2,44.907,0
194,LineString,"[[-8.6885946, 41.1673547], [-8.6884619, 41.1673647], [-8.6883316, 41.1673946], [-8.6882128, 41.1674427], [-8.6881081, 41.1675078]]",2,2,45.223,0
195,LineString,"[[-8.68815, 41.1671451], [-8.6881718, 41.1672574], [-8.6881927, 41.1673362], [-8.6881837, 41.1673889], [-8.6881081, 41.1675078]]",2,0,42.121,0
196,LineString,"[[-8.68815, 41.1671451], [-8.688099, 41.1670678], [-8.6880682, 41.1670146], [-8.6880453, 41.1669725], [-8.6874905, 41.1659864], [-8.6874622, 41.165936]]",2,0,146.27200000000002,0
197,LineString,"[[-8.6818903, 41.1571219], [-8.6825333, 41.1578876], [-8.6825591, 41.1579183], [-8.6833739, 41.1588887], [-8.6835673, 41.1591162], [-8.6836177, 41.1591795], [-8.6836622, 41.1592353], [-8.6837305, 41.1593345]]",2,4,290.33099999999996,0
198,LineString,"[[-8.6818903, 41.1571219], [-8.6818342, 41.1570562], [-8.6808775, 41.1559268]]",2,4,157.636,0
199,LineString,"[[-8.6729308, 41.1483484], [-8.6728276, 41.1487295]]",5,0,43.248000000000005,0
200,LineString,"[[-8.6729308, 41.1483484], [-8.6731055, 41.1477467], [-8.6731276, 41.1476677]]",5,0,77.46300000000001,0
201,LineString,"[[-8.6729308, 41.1483484], [-8.6729459, 41.1483877], [-8.6729626, 41.1484202], [-8.6729884, 41.1484526], [-8.6730233, 41.1484782], [-8.6730702, 41.1484966], [-8.6731187, 41.1485036], [-8.6731733, 41.1485059], [-8.6732279, 41.1484969]]",5,0,34.527,0
202,LineString,"[[-8.6541346, 41.1484224], [-8.653876, 41.1483965], [-8.6533976, 41.1483323], [-8.6533346, 41.1483249], [-8.6532752, 41.1483309], [-8.6532324, 41.1483481]]",2,0,76.95,0
203,LineString,"[[-8.6548132, 41.1482725], [-8.6544861, 41.1483879], [-8.6543077, 41.1484172], [-8.654272, 41.1484191], [-8.6541346, 41.1484224]]",2,0,60.041000000000004,0
204,LineString,"[[-8.6548132, 41.1482725], [-8.6569311, 41.1471744], [-8.6572993, 41.1469892], [-8.6573759, 41.1469515], [-8.6574912, 41.1468946], [-8.6576554, 41.146818], [-8.6577292, 41.1467905], [-8.657799, 41.1467692], [-8.6579063, 41.146743], [-8.6579989, 41.1467268], [-8.6581121, 41.1467168], [-8.6582303, 41.1467149], [-8.6583382, 41.1467208], [-8.6584521, 41.1467397], [-8.659417, 41.1469197], [-8.6598079, 41.1469926], [-8.6600044, 41.1470301], [-8.6601342, 41.1470633], [-8.6602784, 41.1471101], [-8.6608455, 41.1473201], [-8.6609756, 41.1473655], [-8.6611871, 41.1474374], [-8.6613495, 41.147489]]",2,0,614.3009999999999,0
205,LineString,"[[-8.6613495, 41.147489], [-8.6611871, 41.1474374], [-8.6609756, 41.1473655], [-8.6608455, 41.1473201], [-8.6602784, 41.1471101], [-8.6601342, 41.1470633], [-8.6600044, 41.1470301], [-8.6598079, 41.1469926], [-8.659417, 41.1469197], [-8.6584521, 41.1467397], [-8.6583382, 41.1467208], [-8.6582303, 41.1467149], [-8.6581121, 41.1467168], [-8.6579989, 41.1467268], [-8.6579063, 41.146743], [-8.657799, 41.1467692], [-8.6577292, 41.1467905], [-8.6576554, 41.146818], [-8.6574912, 41.1468946], [-8.6573759, 41.1469515], [-8.6572993, 41.1469892], [-8.6569311, 41.1471744], [-8.6548132, 41.1482725]]",2,0,614.3009999999999,0
206,LineString,"[[-8.6613495, 41.147489], [-8.6615751, 41.1475381], [-8.6619995, 41.1476228], [-8.6624184, 41.1476993], [-8.6627407, 41.147759], [-8.6639677, 41.147991], [-8.6641943, 41.148032], [-8.6643599, 41.1480569], [-8.6645727, 41.1480737], [-8.6647376, 41.1480713], [-8.6648953, 41.1480622], [-8.6649932, 41.1480487], [-8.6650766, 41.1480324]]",2,0,320.409,0
207,LineString,"[[-8.6613495, 41.147489], [-8.6613272, 41.1475354], [-8.661323, 41.1475667], [-8.6613184, 41.1476005], [-8.6612889, 41.1478462], [-8.6612855, 41.1478785], [-8.6612853, 41.147936], [-8.6612765, 41.1480436]]",6,0,62.178999999999995,0
208,LineString,"[[-8.6533216, 41.1485592], [-8.653505, 41.1487614], [-8.6536415, 41.1489147], [-8.6537213, 41.1490094], [-8.6538459, 41.149155]]",3,2,79.48100000000001,0
209,LineString,"[[-8.6533216, 41.1485592], [-8.6533717, 41.1485907], [-8.6534247, 41.1486223], [-8.6535073, 41.1486591], [-8.6535923, 41.1486828], [-8.6536978, 41.1486999], [-8.6538142, 41.1486997], [-8.6539219, 41.1486928], [-8.6540582, 41.1486712]]",2,0,66.244,0
210,LineString,"[[-8.6540582, 41.1486712], [-8.6543225, 41.1485299], [-8.6546585, 41.1483626], [-8.6548132, 41.1482725]]",2,0,77.244,0
211,LineString,"[[-8.6540582, 41.1486712], [-8.6541155, 41.1486336], [-8.6541582, 41.1485916], [-8.6541799, 41.1485445], [-8.6541762, 41.1484857], [-8.6541604, 41.1484462], [-8.6541346, 41.1484224]]",2,0,32.339,0
212,LineString,"[[-8.6532736, 41.1485143], [-8.6533216, 41.1485592]]",2,0,6.409,0
213,LineString,"[[-8.6532736, 41.1485143], [-8.6531261, 41.1485679], [-8.6530416, 41.1486411], [-8.6528995, 41.1491902], [-8.6527277, 41.1495497]]",4,0,129.188,0
214,LineString,"[[-8.6532324, 41.1483481], [-8.6530122, 41.1482955], [-8.6519992, 41.1481771], [-8.6518043, 41.1481522], [-8.6512568, 41.1480823], [-8.6511218, 41.1480651], [-8.6502208, 41.1479337]]",2,2,256.535,5
215,LineString,"[[-8.6532324, 41.1483481], [-8.6532244, 41.1483786], [-8.6532288, 41.1484051], [-8.653235, 41.148445], [-8.6532474, 41.1484773], [-8.6532736, 41.1485143]]",2,0,19.296,0
